MezheYeshut,GISId,MisparYeshut,MisparYeshutAv,AchuzHachtamot,AchuzHachtamotMitcham,Bayt,GushChelka,KamutDirot,KamutTziburi,kaymetminhelet,KodMinhelet,KtovetAishKesher,MachozMinhal,MahutBakasha,MechirMemutza,mitve,Rechov,SemelIishuv,ShemMitcham,ShnatBakasha,ShnatHryter,ShnatIchlus,Status,TaarichMechiraRishona,YachadKayam,YachadMutza,YachadTabo,YachadTosafti,Yazam,Yeshut,Yeshuv,BakashaLeHeter,Heter1,Ichlus1
16-643982,643982,16008777,NULL,NULL,NULL,4,NULL,25,NULL,כן,6300,"גבע 4,גבעתיים",תל אביב,NULL,30696,"תמ""א - הריסה ובנייה מחדש",גבע,6300,NULL,2016,2019,2021,אכלוס,06/01/2019,19,43,NULL,24,NULL,"תמ""א",גבעתים,2016-08-10,2019-03-04,2021-07-12
16-643926,643926,16000785,NULL,NULL,NULL,33,NULL,13,NULL,כן,6300,"גורדון 33,גבעתיים",תל אביב,"הריסת בית מגורים קיים בן 3 קומות ל-9 יח""ד והקמת מבנה מגורים חדש מכח תמ""א 38 בן 7 קומות וקומת דירות גג מעל קומת כניסה הכוללת דירות גן ו- 3 מרתפי חניה לסה""כ 31 יח""ד. פרגולות מאלמנטים ניידים",30563,"תמ""א - הריסה ובנייה מחדש",גורדון,6300,NULL,2013,2020,NULL, היתר,17/11/2020,9,26,NULL,17,NULL,"תמ""א",גבעתים,2013-09-17,2020-07-14,NULL
16-643914,643914,16003273,NULL,NULL,NULL,27,NULL,NULL,NULL,כן,6300,"קקל"" 27,גבעתיים",תל אביב,"הריסת בניין קיין בן 3 קומות 10 יח""ד בניין בניין לפי תמ""א 38/3  7 קומות טיפוסיות +דירות גג+דירות גן + 2 מרתפי חנייה סה""כ 25 יח""ד",NULL,"תמ""א - הריסה ובנייה מחדש","קקל""",6300,NULL,2016,2020,NULL, היתר,NULL,10,22,NULL,12,NULL,"תמ""א",גבעתים,2016-08-25,2020-08-13,NULL
16-643921,643921,16003276,NULL,NULL,NULL,7,NULL,NULL,NULL,כן,6300,"המעורר 7,גבעתיים",תל אביב,"הריסת מבנה מגורים 2 קומות ל-4 יח""ד בנית בניין חדש 5 קומות טיפוסיות דירת גן ,דירת גג , 2 קומות מרתפי חנייה סה""כ 12 יח""ד",NULL,"תמ""א - הריסה ובנייה מחדש",המעורר,6300,NULL,2016,2020,NULL, היתר,NULL,4,10,NULL,6,NULL,"תמ""א",גבעתים,2016-09-21,2020-07-22,NULL
16-643951,643951,16003279,NULL,0,0,3,NULL,18,NULL,כן,6300,"המעגל 3,גבעתיים",תל אביב,"הריסה של 2 מבנים קיימים בעלי 2 קומות מעל עמודים הקמת בית מגורים הכולל 32 יח""ד בן 7 קומות מעל קומת קרקע ו-2 קומות מרתף",27795,"תמ""א - הריסה ובנייה מחדש",המעגל,6300,NULL,2014,2020,NULL, היתר,16/12/2020,10,30,10,20,שלום ונתן יזמות בעמ,"תמ""א",גבעתים,2014-08-27,2020-11-29,NULL
16-644006,644006,16003288,NULL,NULL,NULL,24,NULL,NULL,NULL,כן,6300,"רינס 24,גבעתיים",תל אביב,"הריסת מבנה קיים והקמת בניין חדש ע""פי תמ""א 38/2 הכולל 2 מפלסי חנייה , קומת קרקע , 5 קומות מגורים וקומת גג",NULL,"תמ""א - הריסה ובנייה מחדש",רינס,6300,NULL,2015,2020,NULL, היתר,NULL,1,10,NULL,9,NULL,"תמ""א",גבעתים,2015-12-29,2020-02-10,NULL
16-643894,643894,16005114,NULL,NULL,NULL,15,NULL,10,NULL,כן,6300,"קרית יוסף 15,גבעתיים",תל אביב,"הריסת בניין קיים בן 3 קומות מעל הקרקע , הקמת בניין מגורים חדש לפי תמ""א 38. הבניין החדש בן 6 קומות מעל קומת קרקע + קומת גג+ 2 מרתפי חנייה סה""כ 28 יח""ד",33659,"תמ""א - הריסה ובנייה מחדש",קרית יוסף,6300,NULL,2015,2020,NULL, היתר,16/12/2020,9,28,NULL,19,NULL,"תמ""א",גבעתים,2015-02-10,2020-02-26,NULL
16-643928,643928,16005120,NULL,NULL,NULL,37,NULL,NULL,NULL,כן,6300,"גורדון 37,גבעתיים",תל אביב,"הריסת בניין קיים 2 קומות על עמודים ל-4 יח""ד הקמת בית חדש בן 5 קומות , קומת גג, מעל קומת כניסה ו-2 מרתפי חנייה סה""כ 12 יח""ד",NULL,"תמ""א - הריסה ובנייה מחדש",גורדון,6300,NULL,2016,2020,NULL, היתר,NULL,4,10,NULL,6,NULL,"תמ""א",גבעתים,2016-06-30,2020-10-18,NULL
16-644051,644051,16005138,NULL,NULL,NULL,54,NULL,6,NULL,כן,6300,"המעין 54,גבעתיים",תל אביב,"הריסת בניין קיים (על מחצית חלקה מזרחית) הכולל 1 יח""ד הקמת בניין חדש מכוח תמ""א 38 (על מחצית חלקה מזרחית) בן 6 קומות +קומת גג לדירת גג מעל קומת כניסה לדירות גן ו- 3 מרתפי חנייה לחניון ומחסנים סה""כ 23 יח""ד , 37 חניות מתוכן 14 במתקני חניה.",34259,"תמ""א - הריסה ובנייה מחדש",המעין,6300,NULL,2014,2020,NULL, היתר,20/11/2020,1,15,NULL,14,NULL,"תמ""א",גבעתים,2014-06-22,2020-03-12,NULL
16-643998,643998,16008779,NULL,NULL,NULL,25,NULL,13,NULL,כן,6300,"גולומב 25,גבעתיים",תל אביב,"הריסת בניין קיים בן 3 קומות 12 יח""ד הקמת בניין מגורים חדש בן 7 קומות ובו 28 יח""ד מעל קומת מרתף אחת לפי תמ""א 38/3 + פרגולה בנויה בקומת הגג",34020,"תמ""א - הריסה ובנייה מחדש",גולומב,6300,NULL,2015,2020,NULL, היתר,15/11/2020,12,28,NULL,16,NULL,"תמ""א",גבעתים,2015-12-06,2020-08-10,NULL
16-643911,643911,16000782,NULL,NULL,NULL,14,NULL,15,NULL,כן,6300,"קקל"" 14,גבעתיים",תל אביב,"הריסת מבנה קיים 3 קומות הכולל 12 יח""ד והקמת בניין חדש בן 6 קומות טיפוסיות מעל קומת כניסה , 3 מרתפי חנייה , 3דירות גן ו-3 דירות גג סה""כ 30 יח""ד",37659,"תמ""א - הריסה ובנייה מחדש","קקל""",6300,NULL,2016,2021,NULL, היתר,25/05/2021,12,28,NULL,16,NULL,"תמ""א",גבעתים,2016-10-06,2021-05-06,NULL
16-647697,647697,16001515,NULL,NULL,0,21,NULL,5,NULL,כן,6300,"רחל 21,גבעתיים",תל אביב,"הריסת שני בנייני מגורים בני 3 קומות + קומת קרקע, 6 יח""ד כ""א. סה""כ 12 יח""ד. ת בניין מגורים חדש בן 7 קומות (קרקע+5 קומות טיפוסיות + קומת גג) הכולל דירות גן ודירות גג וכן 3 מרתפי חניה.",29674,"תמ""א - הריסה ובנייה מחדש",רחל,6300,NULL,2019,2021,NULL, היתר,22/08/2016,12,28,6,16,"רותם שני יזמות והשקעות בע""מ","תמ""א",גבעתים,2019-05-21,2021-02-09,NULL
16-644000,644000,16003712,NULL,NULL,NULL,42,NULL,NULL,NULL,כן,6300,"גולומב 42,גבעתיים",תל אביב,"הריסת 3 מבנים ל-5 יח""ד והקמת בניין מגורים חדש לפי תמ""א 38  בן 6 קומות וקומת גג חלקית מעל קומת כניסה ו-2 מרתפי חנייה. פרגולות ומרפסות , סה""כ 28 יח""ד",NULL,"תמ""א - הריסה ובנייה מחדש",גולומב,6300,NULL,2016,2021,NULL, היתר,NULL,5,25,NULL,20,NULL,"תמ""א",גבעתים,2016-04-17,2021-09-02,NULL
16-644098,644098,16004387,NULL,NULL,NULL,18,NULL,NULL,NULL,כן,6300,"הדגנים 18,גבעתיים",תל אביב,"תוספת 2 קומות טיפוסיות ע""פי תמ""א 38 _קומת פנטאוס ומילוי קומת עמודים מפולשת ובה יחידת דיור אחת , תוספת מעלית ממד""ים הרחבות ומרפסות למבנה קיים בן 3 קומות ל- 6 יח""ד בהיתר, מתקן חנייה רובוטי ל-12 מקומות חנייה במרווחי הבניין + 2 חניות בקומת הקרקע, סה""כ תוספת",NULL,"תמ""א - חיזוק ועיבוי",הדגנים,6300,NULL,2017,2021,NULL, היתר,NULL,6,12,NULL,6,NULL,"תמ""א",גבעתים,2017-11-09,2021-12-09,NULL
16-644106,644106,16004388,NULL,NULL,NULL,24,NULL,40,NULL,כן,6300,"יבניאלי 24,גבעתיים",תל אביב,"הריסת בניין קיים בן 3 ל-21 יח""ד הקמת 2 בנינים חדשים 7 קומות טיפוסיות ,3 דירות גג, 5 דירות גן 2 מרתפי חנייה , סה""כ 63 יח""ד",31550,"תמ""א - הריסה ובנייה מחדש",יבניאלי,6300,NULL,2017,2021,NULL, היתר,05/11/2016,21,51,NULL,30,NULL,"תמ""א",גבעתים,2017-02-13,2021-07-08,NULL
16-644052,644052,16005139,NULL,NULL,NULL,7,NULL,15,NULL,כן,6300,"המעין 7,גבעתיים",תל אביב,"הריסת בית קיים בן קומה 1 ויח""ד 1, על מחצית החלקה והקמת בנין מגורים חדש מכוח תמ""א 38 בן 6 קומות ודירת גג מעל קומת כניסה ו- 2 מרתפי חניה על מחצית חלקה דרומית וסה""כ 12 יח""ד.",33889,"תמ""א - הריסה ובנייה מחדש",המעין,6300,NULL,2015,2021,NULL, היתר,08/02/2021,1,20,NULL,19,NULL,"תמ""א",גבעתים,2015-02-10,2021-07-06,NULL
16-644046,644046,16006839,NULL,NULL,NULL,24,NULL,NULL,NULL,כן,6300,"המעין 24,גבעתיים",תל אביב,"תוספת בניה וחיזוק מבנה קיים בן 3 קומות מעל קומה מפולשת ל- 12 יח""ד הכוללים: תוספת 2.5 קומות מכוח תמ""א 38 ובהן 7 יח""ד חדשות. (סה""כ 19 יחידות דיור) תוספת מעלית, מרפסות והסדרת מקומות חנייה .",NULL,"תמ""א - חיזוק ועיבוי",המעין,6300,NULL,2013,2021,NULL, היתר,NULL,12,19,NULL,7,NULL,"תמ""א",גבעתים,2013-06-16,2021-12-22,NULL
16-650586,650586,16009330,NULL,50,3,17,NULL,NULL,NULL,כן,6300,"רחל 17,גבעתיים",תל אביב,"הריסת שני בנייני מגורים בני 3 קומות מעל קומת קרקע, 6 יחד כא והקמת בניין מגורים חדש מכוח תמא 38 ותכנית גב/מק/668 , בן 7 קומות כולל כניסה וגג מעל 3 מרתפי חניה,  ל-28 דירות , 47 חניות ו- 14 מחסנים דירתיים: בקומת מרתף 3-: 10 מחסנים דירתיים בקומת מרתף 2 -:24  חניות ו-4 מחסנים דירתיים בקומת מרתף 1-: 23 חניות מתוכם 2 לנכים בקומת כניסה: 3 דירות גן בקומות 1-3: 5 יחד בקומות 4-5: 4 יחד בקומת גג:2 דירות גג",NULL,"תמ""א - הריסה ובנייה מחדש",רחל,6300,NULL,2020,2021,NULL, היתר,NULL,12,28,6,16,רותם שני יזמות והשקעות ב,"תמ""א",גבעתים,2020-02-11,2021-02-09,NULL
16-643922,643922,16000784,NULL,NULL,NULL,22,NULL,NULL,NULL,כן,6300,"גורדון 22,גבעתיים",תל אביב,"הריסת בניין קיים ישן בן 3 קומות הקמת בניין חדש מכח תמ""א 38 7 קומות +2 דירות גן ו-2 דירות גג +2.5 מרתפי חנייה",NULL,"תמ""א - הריסה ובנייה מחדש",גורדון,6300,NULL,2015,2022,NULL, היתר,NULL,2,21,NULL,19,NULL,"תמ""א",גבעתים,2015-12-20,2022-01-13,NULL
16-644032,644032,16003295,NULL,NULL,NULL,6,NULL,1,NULL,כן,6300,"ז'בוטינסקי 6,גבעתיים",תל אביב,"הריסת בניין קיים בן 3 קומות מעל קומה מפולשת ל- 6יח""ד והקמת בניין מגורים חדש מכוח תמ""א 38 : בן 7.5 קומות  מעל קומת כניסה - בקומת כניסה - דירת גן. - בקומות א-ז- 2 יח""ד בכל קומה - בקומת ח' חלקית - דירת גג אחת - במרתף 1-  13 חניות, במרתף 2- 14 חניות וסה""כ 27",43151,"תמ""א - הריסה ובנייה מחדש",ז'בוטינסקי,6300,NULL,2014,2022,NULL, היתר,19/09/2022,6,14,NULL,8,NULL,"תמ""א",גבעתים,2014-12-07,2022-04-03,NULL
16-644043,644043,16003299,NULL,NULL,NULL,13,NULL,16,NULL,כן,6300,"המעין 13,גבעתיים",תל אביב,"הריסת מבנה קיים בן 3 קומות על עמודים ל-12 יח""ד הקמת מבנה בן 5 קומות מעל קומת קרקע +קומת פנטאוס 2 דירות גג 3 קומות מרתף חנייה 43 חניות סה""כ 29 יח""ד",38263,"תמ""א - הריסה ובנייה מחדש",המעין,6300,NULL,2017,2022,NULL, היתר,02/02/2021,12,28,NULL,16,NULL,"תמ""א",גבעתים,2017-06-18,2022-01-17,NULL
16-643898,643898,16003696,NULL,NULL,NULL,3,NULL,NULL,NULL,כן,6300,"אחדות העבודה 3,גבעתיים",תל אביב,"הריסת בניין מגורים בן 2.5 קומות ל-3 יח""ד ובנית בניין חדש ע""פ תמ""א 38/3 הכולל :32 יח""ד, 2 קומות מרתף ,קומת קרקע מלאה, 7 קומות מגורים, קומת גג וקומה טכנית",NULL,"תמ""א - הריסה ובנייה מחדש",אחדות העבודה,6300,NULL,2015,2022,NULL, היתר,NULL,3,18,NULL,15,NULL,"תמ""א",גבעתים,2015-04-01,2022-05-25,NULL
16-647687,647687,16004010,NULL,NULL,NULL,46,NULL,2,1,כן,6300,"שינקין 46,גבעתיים",תל אביב,"הריסת בניין קיים בן 2 קומות ,צמוד קרקע מדרונית, 12 יח""ד, ללא חניות,והקמת בניין בן 8 קומות ו 32- יח""ד מעל ק.קרקע+גלריה,ח.על הגג+מרפסות שמש+ ממ""דים+דירת גן בקומת הקרקע+שטח עבור העירייה בק. הקרקע. בתת הקרקע 3 ק.חניה+מתקנים +מעלית חניה -הכל עפ תבע גב/623",42019,"תמ""א - הריסה ובנייה מחדש",שינקין,6300,NULL,2020,2022,NULL, היתר,04/09/2022,12,32,NULL,20,NULL,"תמ""א",גבעתים,2020-01-06,2022-02-27,NULL
16-643903,643903,16004365,NULL,NULL,NULL,34,NULL,NULL,NULL,כן,6300,"בורוכוב 34,גבעתיים",תל אביב,"הריסת בניין קיים בן 3 קומות , הקמת בניין חדש בן 8 קומות ובו 35 יח""ד + משרד מעל 2 קומות מרתף",NULL,"תמ""א - הריסה ובנייה מחדש",בורוכוב,6300,NULL,2014,2022,NULL, היתר,NULL,7,32,NULL,25,NULL,"תמ""א",גבעתים,2014-06-02,2022-03-15,NULL
16-643976,643976,16004369,NULL,NULL,NULL,22,NULL,7,NULL,כן,6300,"המרי 22,גבעתיים",תל אביב,"הריסת בניין קיים בן 3 קומות ל-12 יח""ד קמת בניין מכח תמ""א 38 בניין 6 קומות טיפוסיות בקומת מדרון  דירת גן , 3 דירות גג 4 מרתפי חנייה סה""כ 47 חניות סה""כ 30 יח""ד ה""כ 30 יח""ד",34693,"תמ""א - הריסה ובנייה מחדש",המרי,6300,NULL,2017,2022,NULL, היתר,29/05/2021,12,28,NULL,16,NULL,"תמ""א",גבעתים,2017-03-15,2022-05-01,NULL
16-644085,644085,16004382,NULL,NULL,NULL,3,NULL,2,NULL,כן,6300,"המגדל 3,גבעתיים",תל אביב,"הוספת 5 יח""ד בשני קומות טיפוסיות במסגרת תמ""א 38 כוללת ממדים , מעלית, מרפסות , קומת פנטהאוז בבניין מגורים קיים ובה 6 יח""ד סה""כ 11 יח""ד . תוספת מתקני חנייה במרווחי הבניין",33383,"תמ""א - חיזוק ועיבוי",המגדל,6300,NULL,2016,2022,NULL, היתר,03/08/2022,6,11,NULL,5,NULL,"תמ""א",גבעתים,2016-09-28,2022-05-31,NULL
16-643954,643954,16005125,NULL,NULL,NULL,25,NULL,NULL,NULL,כן,6300,"פועלי הרכבת 25,גבעתיים",תל אביב,"הריסה מבנה קיים ובניית בניין חדש בין 6 קומות , קומת קרקע , קומת מדרון דירת גג. סה""כ 15 יח""ד . כולל מתקן חנייה רובוטי תת קרקעי עבור 17 מקומות חנייה",NULL,"תמ""א - הריסה ובנייה מחדש",פועלי הרכבת,6300,NULL,2014,2022,NULL, היתר,NULL,2,12,NULL,10,NULL,"תמ""א",גבעתים,2014-04-01,2022-03-15,NULL
16-647695,647695,16006009,NULL,NULL,NULL,29,NULL,3,NULL,כן,6300,"ההגנה 29,גבעתיים",תל אביב,"הריסת מבנה קיים בן 3 קומות ובו 5 יח""ד. בניית בניין מגורים ובו 12 יח""ד חדש ובו 4 קומות על קומת קרקע+ 1.5 קומות מרתף",37528,"תמ""א - הריסה ובנייה מחדש",ההגנה,6300,NULL,2019,2022,NULL, היתר,24/07/2021,5,12,NULL,7,NULL,"תמ""א",גבעתים,2019-01-08,2022-03-13,NULL
16-654927,654927,4006033,NULL,NULL,NULL,8,NULL,NULL,NULL,כן,6300,"גבע 8,גבעתיים",תל אביב,NULL,NULL,NULL,גבע,6300,NULL,NULL,NULL,NULL,    הגשת בקשה למידע,NULL,NULL,NULL,NULL,NULL,NULL,"תמ""א",גבעתים,NULL,NULL,NULL
16-654928,654928,4006216,NULL,NULL,NULL,18,NULL,NULL,NULL,כן,6300,"גוש עציון 18,גבעתיים",תל אביב,NULL,NULL,"תמ""א - הריסה ובנייה מחדש",גוש עציון,6300,NULL,2022,NULL,NULL,  הגשת בקשה להיתר,NULL,0,56,NULL,56,NULL,"תמ""א",גבעתים,2022-02-03,NULL,NULL
16-656434,656434,4008508,NULL,NULL,NULL,4,NULL,10,NULL,NULL,6300,"שדה בוקר 4,גבעתיים",תל אביב,NULL,30821,NULL,שדה בוקר,6300,NULL,NULL,NULL,NULL,    הגשת בקשה למידע,02/09/2019,NULL,NULL,NULL,NULL,NULL,"תמ""א",גבעתים,NULL,NULL,NULL
16-643904,643904,16000641,NULL,NULL,NULL,38,NULL,NULL,NULL,כן,6300,"בורוכוב 38,גבעתיים",תל אביב,"הריסת בנין מגורים קיים בין 3 קומות ל-6 יח""ד בשטח טכסית של 276 מ""ר הקמת בניין בין 6 קומות מעל מפלס קרקע ומרתף חנייה משותף עם 73 מקומות חנייה וקומת גג חלקית סה""כ 21 יח""ד",NULL,"תמ""א - הריסה ובנייה מחדש",בורוכוב,6300,NULL,2015,NULL,NULL,  הגשת בקשה להיתר,NULL,6,21,NULL,15,NULL,"תמ""א",גבעתים,2015-08-27,NULL,NULL
16-643915,643915,16000642,NULL,NULL,NULL,34,NULL,NULL,NULL,כן,6300,"קקל"" 34,גבעתיים",תל אביב,"הריסת בניין קיים בן 3 קומות ו-17 יח""ד הקמת בניין חדש בן 8 קומות ובו 41 יח""ד מעל 3 קומות מרתף לפי תמ""א 38",NULL,"תמ""א - הריסה ובנייה מחדש","קקל""",6300,NULL,2015,NULL,NULL,  הגשת בקשה להיתר,NULL,17,41,NULL,24,NULL,"תמ""א",גבעתים,2015-09-24,NULL,NULL
16-643923,643923,16000643,NULL,NULL,NULL,28,NULL,NULL,NULL,כן,6300,"גורדון 28,גבעתיים",תל אביב,"הריסת בנין בן 3 קומות ל- 9 יח""ד הקמת בניין חדש 6 קומות טיפוסיות , קרקע קומת גג וקומת מדרון סה""כ 24 יח""ד 2 מרתפי חנייה דירות גג ודירות גן",NULL,"תמ""א - הריסה ובנייה מחדש",גורדון,6300,NULL,2016,NULL,NULL,  הגשת בקשה להיתר,NULL,9,24,NULL,15,NULL,"תמ""א",גבעתים,2016-09-14,NULL,NULL
